,index,Unnamed: 0,tweet
374,462,462,"""I'm feelin like Malcolm in the middle, these bitches surround me they can't miss em"""
375,463,463,"Stop wasting prayers on trash teams lol"""
376,464,464,"""I'm probably your main bitch chocolate dipped cinnamon apple"""
377,465,465,"Geno threw yet another pick smh"""""
378,466,466,"""I'm sorry I fucked yo bitch... But she really dig a nigga"" David "
379,467,467,"""IBS"" irritable bitch syndrome."
380,468,468,"""If you love her then hide yo bitch so you'll keep shorty.""
Dewey "
381,470,470,"""If you're a bad bitch put your hands up high"" 
Every girl in the room starts waving there hands around."
382,471,471,"""Imma tie that bitch up in the basement and donkey-fuck her ass for two weeks straight"" hahahahahahahahaha #50centmovie #beforeiselfdestruct"
383,472,472,"""In My Mind""
Gotta be the dumb hoe anthem..."
384,473,473,"""Is that an albino Mexican?""
""No dad, he's Asian."""
385,474,474,"""It takes a true directioner to accept Larry"" You know what bitch its fans like you that make the boys cry. #ThankYouPaulForConfirmingLarry"
386,475,475,"""It's allegations, were u in the bedroom? Did u see it?"" Words of a naive  blind bitch. We know ur husband cheated on u. Ramona is dumb!!!"
387,476,476,"""It's never too late to tag a bitch.""- Barbara "
388,478,478,"""Julia Roberts, you're a ho"" Daniel #NottingHill"
389,479,479,"If your pussy is good but my mama dont like you? Guess who gotta go..my mama."""
390,481,481,"""Let's do nips ahoy and spank me maybe"""
391,482,482,"""Let's kill cracker babies!"". WTF did I just hear???????? WOW."
392,483,483,"""Like... correct me if I'm wrong but... Doesn't pimpin involve 'smackin bitches for money'?"""
393,485,485,"The d.rose adidas are lighter than my phone .... Shit is retarded"""
394,486,486,hoe leg ik die weer uit.
395,487,487,"""Maybe she wants to be more than your friend or maybe she's a stupid bitch. You never know until you make her cum."" "
396,488,488,"Well my neighbors are ghetto . They get up at like 5am and beat their kids."""
397,489,489,"""My grandma used to call me a porch monkey all the time... Come to think of it she did refer to a broken bottle as a nigger knife"" "
398,490,490,"""My momma told me to tell you to mind yoooo damn motha fuckin business you 2+2 not knowin what it is bitch!!!!!!"""
399,491,491,"""My nips are freeeeezing...and that's not okay because they're slicing through my bra....""
"
400,492,492,"""My twitter was hacked"" = I'm too pussy to admit that I said it and now I want to act like I never said it."
401,493,493,"""Nah girl I ain't gon be able to make it, it's been tight since Russ loss his job"" you in the back like ""damn bitch really"""
402,495,495,"""New Flame"" the song of the yr lol that bitch SUPER run like"
403,496,496,"""Niggas always yelling ""Fuck bitches, Get money"" meanwhile they're broke and still want the bitches."""
404,497,497,"""Niggas be pressed for pussy, Eeeeeen nothin"""
405,498,498,"""No bitches "" - nan"
406,499,499,"""No boats and hoes please thanks"" - Mom"
407,500,500,"""On top of that, she just a pregnant ass sorry hoe. Aint never got no money. Even her water broke."" - Robert #RIPTALLT"
408,501,501,"""Only a couple of Red Sox have gotten past first base."" I'm dying laughing. Maybe the Yanks need to teach them some game."
409,502,502,"""Our people"". Now is the time for the Aryan race 2 stand up and say ""no more"". Before the mongerls turn the world into a ghetto slum. 1488"
410,503,503,"""Pistol whip my Dickau, shoot yo bitch club up.""

Sometimes freestyles be freestyles. And I'm okay with that."
411,504,504,"Did a pierced pussy just come across my timeline """
412,505,505,"""Remy Machiavelli send shots to ya belly""  my bitch "
413,506,506,"""Roberto you are one nasty hoe"""
414,507,507,"""SORRY JB FANREALLY JUSTIN COME BACK"". That is the top comment on a Justin Timberlake video with 10 million views. Son of a fucking bitch!"
415,508,508,"""Searching"" the incredible story of 1 white man's quest to find the ingredients necessary to make Caribbean Jerked Chicken in redneck land"
416,509,509,"fast cars and bitches"" #Tupac #smile #remix"
417,510,510,"""Shake that Bear ... aka two rednecks having sex on a dead bear"""
418,511,511,"""Shall I compare thee to a summers day? No, a summers day is not a bitch."""
419,514,514,"""She was a bitch anyway"""
420,515,515,"""She's from Florida so you've got to do the sniff test in those swamp pussies"" "
421,516,516,"""Slow the fuck down, bitch, I know where you live!""

Classy young lady."
422,517,517,"""So he's a good football player...but he still acts like a nig"""
423,518,518,"""Stop being a pussy, son, and shove that needle into your own heart!"" #afterearth"
424,519,519,"""Stop looking us and go eat some pussy, you yuppie fucks."""
425,520,520,"""Takin it straight to dirt, why finger the pussy when I know I can put my dick in it?"" Luis "
426,521,521,"""That ain't bro moves, that's hoe moves"""
427,522,522,"""That girl is plain looking borderline ugly  chunky"". Hey at least she's got a nice smile  a great personality."
428,523,523,"""These hoes ain't loyal"""
429,524,524,"""These hoes keep callin but I ain't pickin up"""
430,525,525,"""These sour apple bitter bitches, I'm not fuckin wit em"""
431,526,526,"Orioles petty as fuck...got swept up outta this bitch"""
432,527,527,"""They have some ghetto ass bands"" * gets snuck* "
433,529,529,"""This is for my ghetto motherfuckers"" -Missy Elliott"
434,530,530,"""Those ratchet broads don't represent me but YOUR white ass can't talk trash about them 'cause you on racist shit"" Black"
435,531,531,"""Trust noneeee, bitch I don't """
436,532,532,"""Twitter is twitter"" bitch twitter is life"
437,533,533,"""U got my 200K bitch nigga""--Al Haymon to Antonio Tarver"
438,534,534,"""Uh-uh, what do we have? Your empty heart, my empty bottle, a yellow cab.. That you would like to catch cuz yo latest ex made u mad.."
439,535,535,"""Used to have a girlfriend, now all I got is hoes.. I was lookin for a good girl, but she was fuckin on the low."""
440,536,536,"""Virgin pussy "" () "" , regular pussy "" ( ) "" , Oomf pussy (_________________________)"
441,537,537,"Paul that's why I luv u fat bitches cuz y'all got some big ole titties and phat booties"""
442,538,538,"""Walked in that bitch like, NIGGA WE MADE IT!"""
443,539,539,"""We hate niggers, we hate faggots and we hate spics""-kkk rally"
444,540,540,"""We're out here, and we're queer!""
"" 2, 4, 6, hut! We like it in our butt!"""
445,541,541,"""Well bitch, biology said..."" "
446,542,542,"Ladies RT if your head game better than your pussy"""
447,543,543,"""When im done with a hoe i pass her to the squad"" G!!!!!!!!!!!!!!!!!!!!!!!!"
448,544,544,"""Who the fuck you callin jiggaboo, nigga?!"""
449,545,545,"""Why people think gay marriage is okay is beyond me. Sorry I don't want my future son seeing 2 fags walking down the street holding hands an"
450,546,546,"""Why u being such a little bitch chris you ain't six bitch"" - Allisons Mom"
451,547,547,"""Why would I want to play with some pussy?"" - Rebecca *DEAD* #SNL"
452,548,548,"""Why would you wanna be the Green Ranger? He's evil!"" Duh bitch"
453,549,549,"""Why would you want pussy on your side burns?.. Thats a good question"" Kathleen hahahahaha "
454,550,550,"""Will shank a bitch for ceviche"""
455,551,551,"""Work"" - Leland Gets me through those rough days hahaha #hoes"
456,552,552,"""Wow you are a bitch"" 
 Yes that's already been established, anything else you have to say?"
457,553,553,"""Y'all forget he has his brand new baby girl at home"" bitch the cookies are burning"
458,554,554,"""Yo bitch on the horn. Tryna shoot a porn."" - Roberta That's T shirt worthy Tony"
459,555,555,"""Yo can I sublet your pussy"" #ShitFahdSays"
460,556,556,"""Yo feet smell like my puss""  Whut ? ""Like flowers bitch""  omg"
461,557,557,What was the ONE sentence that ended your relationship?
462,558,558,"""You ain't gunna do shit spear chucker"""
463,559,559,"""You ain't my bitch"" is my favorite response to long texts"
464,560,560,"""You and yo boys some pussy cats."""
465,561,561,"""You are a cunt"""
466,562,562,"""You can pull more pussy with a dodge and collect them panties alright."" -stormy and jake "
467,563,563,"""You can take someone out of the ghetto, but you can't take the ghetto out of them."""
468,564,564,"""You don't like us colored folks, what the he'll you're not colored you white fucks"" "
469,566,566,"""You hit no lights, no line for toco bell at 2 in he morning, and Diana's back in her house. It's a miracle"" - Charlie Annie "
470,567,567,"""You look cute today :)"".. ""Really?!"" Helll no, swerve hoe!"
471,568,568,"""You look like little birds help you get dressed in the morning"""
472,569,569,"""You ol trout mouth ass bitch"" 
DEEEEAAAADD"
473,570,570,"""You talk like a fag and your shit's retarded. But that's cool scro, lot's of tards out there living total kick-ass lives!"""
474,571,571,"""You took our land so you could make each other retarded in DIAPERS? Sure....use our image....cool...."" #redskins #NFL #concussion #jokes"
475,572,572,"""You're a garden rose, and that bitch is a weed."""
476,573,573,"""You're fucked up"" 
No shit you dumb ass cunt now go post pictures if your flat ass titties on ig slut"
477,574,574,"""Your a queer"". "
478,575,575,"""Your homeboy looking bad and you giving cash to them hoes"""
479,576,576,"Playing like trash RT Nathanael Clippers don't wanna play lol"""
480,577,577,"""ain't it time for you hoes to get out of here"" LOL this is what Ariana's mom says to us"
481,578,578,"""are we bitches?"" - Lisa "
482,579,579,"""ayo i even kill handicapped and crippled bitches/look at my scalp real close and you'll see triple sixes"""
483,580,580,"""bitch freak my shit"""
484,581,581,"""bitch my vagina is a little more resilient than that"" -Tricia "
485,582,582,"""but I love him"" nah bitch that ain't love."
486,583,583,"""but pussy is the root of all drama an attribute put up in they head by they mama."""
487,584,584,"""call me Keyshawn Johnson cause im catchin erry hoe"""
488,585,585,"""captain save a hoe"" is the most annoying phrase"
489,586,586,"""day of judgement everybody gonna be looking at the big jumbotron watching me fuck this majjinn buu bitch"""
490,587,587,"""don't let your side bitch settle in, I might have to headbutt you Evelyn"""
491,588,588,"""dont show me no bitch unless she look like Dolly Parton!!!"""
492,589,589,"""fuck you you pussy ass hater go suck a dick and die quick"" - Someone, to me, in Youtube comments. I think we'd be good friends."
493,590,590,"""hick and raver is a venn diagram that has a very large intersection"""
494,591,591,"""hoes suck my dick cus i look like john stockton hit em wit the choppa, luke i am your fatherrr"" - Charles "
495,592,592,"""if i wasnt in a work place id deck you"" aye fucking right, I'd give you a tyson 4 combo nd end you with an uppercut. Shut the fuck up bitch"
496,593,593,"""if she can suck your dick with a dip in, she's not only a keeper but a true redneck woman."" - Kim's Dad."
497,594,594,"""im gonna rip that bitch apart""
""rip what apart""
""lol"""
498,596,596,"""niggas bitches bitch ass niggas dike ass hoes black ass and bright ass hoes fag tags and scally wags"""
499,597,597,"""no pussy, or not tryna go to the studio, don't CALL my mufuckin crib like that, god. Yo. Word up god I will BUSS YO SHIT, god, word up"""
500,598,598,"""oh ya these hoes think they cute in skin tight cat suits assuming that they bodies to boomin to dispute"""
501,599,599,"""omg this bitch is fucking stupid I swear blah blah blah"" *a week later* omg ilysm bae ur my best friend I swear"
502,600,600,"""on my way to fuck your bitch in the name of The Lord"" - Mr. Race"
503,602,602,"""riding with my bros still don't trust these hoes"""
504,603,603,"""this weekends going to be fabulous"" naa man, you're seeing nae cunt. If you do they'll be koed in 2 seconds flat. Hate u. #fuckgm"
505,604,604,"""whatever you are, be a good one."" -Abraham Lincoln, this quote is not for yall hoes!"
506,605,605,"""when guys say ""Latinas "" they mean the Kim Kardashian looking girls not you bitches that shaped like a mini fridge  smell like tortillas"""
507,606,606,"""when rappers say twat it makes me feel weird"" "
508,607,607,"""you better pipe your pussy down over there""- David wth does that even mean?"
509,608,608,"""you fucking pussy you couldn't even beat your dick."" - Angry Youtube Comment"
510,609,609,"""you're being a cunt right now"" -Daniel "
511,610,610,# That son of a bitch moment when it rains and you forget your car windows are down
512,611,611,"#10ThingsThatGetsOnMyNerves Needy hoes, ratchet Hoes, sideline hoes, Beggin' hoes, dumb hoes, looking for love on Facebook hoes.."
513,612,612,#11 get to hit any bitch on campus he wants to
514,613,613,#1personidbitchslap Stephanie Fa blowin my tl. Up like a bitches spare tire leavin dairy queen
515,614,614,#2013TaughtMe how pussy feels 
516,615,615,#5WordsAfterSex is that all pussy bitch?
517,616,616,"#AZmonsoon lot of rain, too bad it wasn't enough to wash away the teabagger racist white trash in the state. #Tcot #teaparty #azflooding"
518,618,618,#AlexFromTarget had them bitches wet...lmmfao
519,619,619,"#Syria. Well, she is still #cunt as well. So what?"
520,621,621,"#BOB Bass over bitches Richard bitches on his dick, fishes on the dock"
521,623,623,#BangBangBirdGang ya bitch you!!! 56 -fruit loop
522,624,624,#Bartending becomes a real bitch when you the #bartender are way way taller than the bar was designed for. Holy back pains.
