,tweet
351,"Got a couple bitches saying they know me But I&#8217;ma let the money talk for me &#128526;&#128076;"" AND I'M LIKE... #WWYD"
352,"Grudges are for weirdos""and bitches"
353,"I told Mariam to but cigarettes for her birthday""

You also called me trash rn"
354,"No text back? I don't give a fuck, I'll text another bitch"" damn someone is hurt lol"
355,"Ummmmmm okay http://t.co/4BVLsci5K5"" you got hoes from left to right &#128514;&#128514; do yah thang!"
356,"using y=mx+b to find the slope of that ass"""
357,"Hell yeah bro! http://t.co/9yIb45UD6c"" fuck yeah sexy scally lad in hot gear"
358,"Helping out a mate!! http://t.co/eMNAdO1QOj"" I love scally play. Fuck yeah"
359,"Lads being Lads! http://t.co/f3UJcYJ4OF"" fuck yeah. I love scally lad action. Hot trainers too."
360,"Next year bitches is gonna be like you gotta promise you won't expose me &#128514;&#128514;&#128557;"""
361,"Lick it, bitch http://t.co/JLoUkqDcOM&#8221;"" fuck yeah. Eat that trainer u dirty fucker"
362,"Y'all think celebrity pussy different from the locals? &#128514;&#8221; yeah Meghan goods is"""
363,"Need these sox http://t.co/xydb1RchXh"" fuck yeah. I love a kinky scally lad w/ rank sox and sneaks"
364,"I don't ever expose females like that.. That's childish.."" bitch nigga shiiii....."
365,"@socass_ yasss""

*trys new things with bestfriend*""

*bitch who do you love*"
366,"Dude remember this wop video? @00sexilexi00 http://t.co/P3HEuBOQBu"" OMG WHERE DID YOU FIND THAT"
367,"Thick raw fuck http://t.co/g8RvUHCeBN"" Damn his man pussy is getting a workout."
368,"Nothin in life is free.. Some of you bitches need to write that on ya panties""&#128557;&#128514;"
369,"@currieburry if one of you bitches want some of my burrito u can catch me at potosino"" huh? Haha"
370,"Niggas whole hoes out here cuz"" Couldn't had said it better..&#128588;"
371,"Hardcore way to eat Mac and cheese
1. Boil water 
2. Snort cheese powder
3. Drink boiling water 
4. Fuck bitches"""
372,"#YoureNotMyType if my fade is perpetually fresher than yours."" That's a real ass bitch rite there"
373,"annoying bitch that I love http://t.co/8oxlQvQBrC"" JUDYANN'S SO PRETTY!!!!!"
374,"http://t.co/aQKGOrAUxx""

Lmao bitch got on some huggies"
375,"Hi bitch 
No bitch
Bye bitch"" http://t.co/RbcRXMRtQP"
376,"does he look like a bitch?"" @el_capacitor"
377,"Chase money &#128176; not &#128581; hoes &#128111; &#128175;&#128175;""&#58399;&#58399;&#58399;&#58399;"
378,"can't stand a ""I don't know what I want"" ass nigga &#128564;"" bitch*"
379,"I'm on my way http://t.co/MqcZuXlbtT"" love a #chav""hot"" sexy scally fucker."
380,"These newly gay bitches don't kno how shit works"""
381,"When a bitch don't want a real job they just become strippers lol"" lol."
382,"Awww Meat Meat In His Feelins""i ainn n my feelings bitch"
383,"I Want Snake Bites , MY Industrial Piercin &amp; A Tattoo""Dem hoe accessories dea &#128064;&#128064;&#128056;&#9749;"
384,"these hoes ain't loyal."""
385,"YASSSSSS, ORDERED CHINESE &#128079;"" bitch you just ate tacos you fat fuck"
386,"I made that bitch lunch. @elizabethbatman"" Bitches love lunch."
387,"""A NO BRAINER""
But as soon as this bitch gets rich in political power, her views will change!
POLITICAL WHORES! http://t.co/ekEPSjWcyU&#8221;"
388,"""A pussy a day keeps the devil away"" -@DoperThanYola"
389,"""Ain't that about a bitch""... What does that mean?"
390,"""All these bitches want a baby, I don't want no children."""
391,"""And bitch you must be lost"" &#128514;&#128514;"
392,"""Baby I like being on your left side"" no bitch you can't be there Cuz the street on that side and Twitter said I ain't real if you do"
393,"""Batter the wee cunt Jewis"" y cos he fucked my ex? Emma isnt battering the girls I've nailed?Ive moved on,stop being a pussy n do it urself."
394,"""Bleed out hoe!!!"" -Alexa"
395,"""Boolin' in the bando wit a few bitches"""
396,"""But I need a bad bitch that's hotter than me"" might be the realist shit PartyNextDoor ever said. That's how I be feelin everyday"
397,"""By the way we do punch bitches."""
398,"https://t.co/mw5KAojKXB""theres so much this bitch looks like. Lets start with ape shit&#8221;&#128557;&#128557;"""
399,"We were communicating Comrade , u know giving the imperialist Yanks the Birdie"" https://t.co/38GZ1jerPS"
400,"""Dad say hi to my snapchat"" 
Dad ""&#9996;&#65039;&#9996;&#65039; duces bitch"" &#128514;&#128514;&#128553;&#128553;"
401,"""Do you believe these hoes are not in fact loyal?"" ""I disagree with that, I do believe they are in fact the loyalest bunch,these hoes"""
402,"""Don't know no ugly bitches! Don't know no broke niggas!""--@Kevin_Gates"
403,"""Don't make me make you fall in live with a nigga like meee..."" The birds 1&amp;2 are my favorite songs by Weeknd"
404,"""Don't worry about the nigga you see, worry about the nigga you DON'T see... Dat's da nigga fuckin yo bitch."""
405,"""Don't you ever give my pussy away. You keep it tight, alright?"""
406,http://t.co/LaCZ1e6TG7
407,"""Dumb bitches do dumb things"""
408,"""Eat the pussy like a real nigga hungry"""
409,"""Eff it. Let's go after the cripple."" http://t.co/kSaMx1JPfV"
410,"""Everything look better with a bitch next to it"""
411,"Who cares if you a hoe when your ass looks like this? http://t.co/CJdT987aqf"""
412,"""For every bad bitch there is a nigga tired of fucking her"""
413,"""Foreign chick, no lie.. Man that bitch Beautiful"""
414,"""Fresh nigga so you kno I need a clean bitch... Who kno I'm working cuz I wanna see my team rich."" http://t.co/Cgx3HNAK9A"
415,"""Fuck 5/0 I make my own rules. Suck my dragon balls bitch call me goku"""
416,"""Get me that shit bitch you is fine bear"""
417,"""Get your ass back to Detroit ya fuckin' wigger!"""
418,"""Girls that I dated, its okay I ain't mad yo, unless you stabbed me in the heart, no love hoe"""
419,"""HOW DO YOU KNOW MY TWITTER PASSWORD"" bitch please"
420,"""Have you seen my shows? Have you seen my hoes? If I wasn't hot would they be so thick?"""
421,"""He a bitch for hitting that hoe"" &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;"
422,"""He married to a white woman... lucky sum-bitch"" - Uncle Ruckus"
423,"""He wanna be my nigga, but I'm just trinna be his savings account &#128553;"" &#128514;&#128557;&#128514;&#128557; omg imma funny ass bitch man, but that's Real Shit &#128175;"
424,"""Her great grandmas a hoe,her grandmas a hoe,her moms and a hoe, and she's a hoe! It's a long line of hoes!"" -Grandpa Carl everyone"
425,"""Hey go look at that video of the man that found the kidnapped girls in Ohio........what a nigger"" - #shitmybosssays"
426,"""Hey pussy you still there?"""
427,"""How hotter than is it?"" ""A bitch."""
428,"""How u talking to hoes bout bro n em.. Why you talking to hoes bout bro n em"""
429,"""How you doing, crazy bitch?"" is hilarious!"
430,"""I KNOW my shoes dirty as fuck, whatever, bitch. You don't have to call!""

Like, negro... one of the first things they LOOK at is shoes, dog"
431,"""I call him my bitch"" @MaKennaM_"
432,"""I can't handle no liquor... But these bitches can't handle meeedd"" - Chief Sosa"
433,"""I don't chase after dudes... I chase after bitches."" - Edgar Bautista"
434,"""I don't love these hoes, baby It's me and you forever"""
435,"""I dont even need a picture of tamar, that bitch is beat in every picture""&#128514;&#128557;&#128514;&#128514;&#128514;"
436,"""I dont have hoes"" &#128564;"
437,"""I found a new way to chug you have to open your mouth alot"" #shitallysays"
438,"""I fucking hate that bitch so much I wanna smack her in the face then tongue kiss her"""
439,"""I got a bitch set it off like jada picket..queen latifah you riding round with your nieces bitch you titi"""
440,"""I got a sister, she told me stop calling women bitches.."""
441,"""I guess this is the night bitches die...!!!!"" Stewie is that nigga...!"
442,"""I had a bitch that had a bitch, had the bitch eating halibut.."" - @iamyoungroc #FreshRhymes #JerkSquad #SlowStir"
443,"""I have this lady-love
She's married, but I still wanna bang her
She won't have sex with me
What a bitch"" ~A troubadour, probably"
444,"""I heard you was looking for Candy Man, bitch"""
445,"""I hope you don't get mad, ladies. I only call you bitches 'bitches' bc I don't know your names individually."" -Katt Williams @LetMicahDown"
446,"""I just got a number 3 I'm a bitch boy"""
447,"""I know that shit eatin grin! You either just fucked the girl of your dreams or you sold a car. We know you're a faggot. What'd you sell?""&#128514;"
448,"""I only be with older men cause they're more mature""

That supposed to fool us bitch?"
449,"""I prolly leave up out this bitch with my cups in my hand and yo hand in my other hand."""
450,"""I said i don't like it, it tastes like wolf pussy"" 
""what? How do you even know what that tastes like"""
451,"""I taught myself how to eat pussy, and cut my own hair""
""I taught myself how to eat pussy hair""&#128514;
Name the movie &#128514;"
452,"""I used to dress up like a cop too.""
""Oh really?""
""Yeah...right after 9/11...mad pussy.""
""Really?""
""Yes...I'll NEVER FORGET."""
453,"""I went to jail for a flock, &amp; came home wit a strike.. You went to jail as a bitch, came home as a dike""- @YG"
454,"""I will fuck u where u stand"". ""U dizzy bitch"". Two unique &amp; separate phrases I overheard a relative saying when I was younger."
455,"""I woke up like thi-"" bitch go back to bed"
456,"""I would rather you call me bitch than sir"" -my manager"
457,"""I'll beat on that pussy so hard"""
458,"""I'll slit your throat-neck"" http://t.co/ChFFSDeDdd"
459,"""I'm a funky ass honkey."" - @jtimberlake 's shout out to @macklemore tonight before ""Cabaret"" &#128514; #JT2020Tour"
460,"""I'm comparing KFC to the pussy"" @MaxOn_MaxOff5"
461,"""I'm downloading you a new personality and ordering you a new face! You bitch.. I love you.. Goddamn it!"" -Axl Rose yelling at his sex robot"
462,"""I'm feelin like Malcolm in the middle, these bitches surround me they can't miss em"""
463,"Stop wasting prayers on trash teams lol"""
464,"""I'm probably your main bitch chocolate dipped cinnamon apple"""
465,"Geno threw yet another pick smh"""""
466,"""I'm sorry I fucked yo bitch... But she really dig a nigga"" @KingL"
467,"""IBS"" irritable bitch syndrome."
468,"""If you love her then hide yo bitch so you'll keep shorty.""
@wizkhalifa"
469,http://t.co/vgnwcFgvSJ
470,"""If you're a bad bitch put your hands up high"" 
Every girl in the room starts waving there hands around."
471,"""Imma tie that bitch up in the basement and donkey-fuck her ass for two weeks straight"" hahahahahahahahaha #50centmovie #beforeiselfdestruct"
472,"""In My Mind""
Gotta be the dumb hoe anthem..."
473,"""Is that an albino Mexican?""
""No dad, he's Asian."""
474,"""It takes a true directioner to accept Larry"" You know what bitch its fans like you that make the boys cry. #ThankYouPaulForConfirmingLarry"
475,"""It's allegations, were u in the bedroom? Did u see it?"" Words of a naive &amp; blind bitch. We know ur husband cheated on u. Ramona is dumb!!!"
476,"""It's never too late to tag a bitch.""- @CyFyre"
477,"""It's the dykes"" -hunter dyke with a dyke http://t.co/LGtw3AWMeh"
478,"""Julia Roberts, you're a ho"" @LaurenGardner8 #NottingHill"
479,"If your pussy is good but my mama don&#8217;t like you? Guess who gotta go&#8230;&#8230;&#8230;..my mama."""
480,Scientists create remote-controlled chick to study shy penguins http://t.co/mT3B09Slod
481,"""Let's do nips ahoy and spank me maybe"""
482,"""Let's kill cracker babies!"". WTF did I just hear???????? WOW."
483,"""Like... correct me if I'm wrong but... Doesn't pimpin involve 'smackin bitches for money'?"""
484,"Pound cake look like pussy &#128514; http://t.co/UFYwCC9xCI"""
485,"The d.rose adidas are lighter than my phone .... Shit is retarded"""
486,hoe leg ik die weer uit.
487,"""Maybe she wants to be more than your friend or maybe she's a stupid bitch. You never know until you make her cum."" &#128514;&#128514;&#128514;"
488,"Well my neighbors are ghetto . They get up at like 5am and beat their kids."""
489,"""My grandma used to call me a porch monkey all the time... Come to think of it she did refer to a broken bottle as a nigger knife"" &#128563;"
490,"""My momma told me to tell you to mind yoooo damn motha fuckin business you 2+2 not knowin what it is bitch!!!!!!"""
491,"""My nips are freeeeezing...and that's not okay because they're slicing through my bra....""
&#128514;"
492,"""My twitter was hacked"" = I'm too pussy to admit that I said it and now I want to act like I never said it."
493,"""Nah girl I ain't gon be able to make it, it's been tight since Russ loss his job"" you in the back like ""damn bitch really"""
494,"&#128514;&#128514;&#128514;&#128514; yo i thought some1 photoshopped my face on that faggot smmfh...i hate yall"" http://t.co/5e2fkQ3Q2T"
495,"""New Flame"" the song of the yr lol that bitch SUPER run like"
496,"""Niggas always yelling ""Fuck bitches, Get money"" meanwhile they're broke and still want the bitches&#8230;."""
497,"""Niggas be pressed for pussy, Eeeeeen nothin"""
498,"""No bitches "" - nan"
499,"""No boats and hoes please thanks"" - Mom"
500,"""On top of that, she just a pregnant ass sorry hoe. Aint never got no money. Even her water broke."" - @TallTrappin88 #RIPTALLT"
501,"""Only a couple of Red Sox have gotten past first base."" I'm dying laughing. Maybe the Yanks need to teach them some game."
502,"""Our people"". Now is the time for the Aryan race 2 stand up and say ""no more"". Before the mongerls turn the world into a ghetto slum. 1488"
503,"""Pistol whip my Dickau, shoot yo bitch club up.""

Sometimes freestyles be freestyles. And I'm okay with that."
504,"Did a pierced pussy just come across my timeline &#128528;"""
505,"""Remy Machiavelli send shots to ya belly"" &#128553; my bitch &#9994;"
506,"""Roberto you are one nasty hoe"""
507,"""SORRY JB FAN&#65292;REALLY JUSTIN COME BACK"". That is the top comment on a Justin Timberlake video with 10 million views. Son of a fucking bitch!"
508,"""Searching"" the incredible story of 1 white man's quest to find the ingredients necessary to make Caribbean Jerked Chicken in redneck land"
509,"fast cars and bitches"" #Tupac #smile #remix"
510,"""Shake that Bear ... aka two rednecks having sex on a dead bear"""
511,"""Shall I compare thee to a summer&#8217;s day? No, a summer&#8217;s day is not a bitch."""
512,"Whole wheat organic pussy http://t.co/kq0R0A7z2g"""
513,"""She said wigga man you rich...take the du-rag off"" http://t.co/jb7J3zSbam"
514,"""She was a bitch anyway"""
515,"""She's from Florida so you've got to do the sniff test in those swamp pussies"" &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128553;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;"
516,"""Slow the fuck down, bitch, I know where you live!""

Classy young lady."
517,"""So he's a good football player...but he still acts like a nig"""
518,"""Stop being a pussy, son, and shove that needle into your own heart!"" #afterearth"
